tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-580,Australian Open,Hard,128,G,O,20260120,56,S0IA,,,Dane Sweeny,R,170.0,AUS,24.936,182.0,325.0,MC65,,,Gael Monfils,R,193.0,FRA,39.387,110.0,550.0,6-7(3) 7-5 6-4 7-5,5,R128,,2.0,3.0,148.0,104.0,74.0,25.0,0.0,9.0,11.0,14.0,6.0,164.0,112.0,79.0,24.0,0.0,14.0,19.0
2026-580,Australian Open,Hard,128,G,O,20260120,57,J0DZ,,,Rafael Jodar,R,191.0,ESP,19.343,150.0,418.0,S0UV,,,Rei Sakamoto,R,193.0,JPN,19.576,203.0,292.0,7-6(6) 6-1 5-7 4-6 6-3,5,R128,234.0,4.0,1.0,160.0,99.0,70.0,39.0,0.0,6.0,9.0,6.0,4.0,173.0,112.0,76.0,34.0,0.0,10.0,15.0
2026-580,Australian Open,Hard,128,G,O,20260120,58,S0AG,2.0,,Jannik Sinner,R,191.0,ITA,24.43,2.0,11500.0,G09O,,,Hugo Gaston,L,173.0,FRA,25.317,93.0,656.0,6-2 6-1 RET,5,R128,71.0,6.0,0.0,45.0,29.0,25.0,8.0,0.0,3.0,3.0,0.0,0.0,47.0,23.0,14.0,8.0,0.0,3.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260120,59,FB98,9.0,,Taylor Fritz,R,196.0,USA,28.23,9.0,3840.0,R0EB,,,Valentin Royer,R,188.0,FRA,24.646,58.0,924.0,7-6(5) 5-7 6-1 6-3,5,R128,182.0,24.0,3.0,110.0,76.0,62.0,18.0,0.0,4.0,7.0,19.0,6.0,150.0,89.0,62.0,25.0,0.0,15.0,21.0
2026-580,Australian Open,Hard,128,G,O,20260120,60,HB71,,,Hubert Hurkacz,R,196.0,POL,28.939,55.0,965.0,BU13,,,Zizou Bergs,R,185.0,BEL,26.634,43.0,1170.0,6-7(6) 7-6(6) 6-3 6-3,5,R128,204.0,18.0,2.0,140.0,110.0,87.0,15.0,0.0,6.0,6.0,15.0,6.0,147.0,106.0,75.0,23.0,0.0,8.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260120,61,KI82,,,Vit Kopriva,R,178.0,CZE,28.6,101.0,626.0,SL28,,,Jan-Lennard Struff,R,193.0,GER,35.74,86.0,706.0,4-6 6-2 2-6 6-3 6-1,5,R128,190.0,19.0,5.0,169.0,110.0,78.0,24.0,0.0,16.0,20.0,16.0,10.0,121.0,78.0,51.0,18.0,0.0,5.0,12.0
2026-580,Australian Open,Hard,128,G,O,20260120,62,M0FH,,,Tomas Machac,R,183.0,CZE,25.27,24.0,1610.0,D875,,,Grigor Dimitrov,R,191.0,BUL,34.683,45.0,1105.0,6-4 6-4 6-3,5,R128,107.0,21.0,1.0,82.0,58.0,45.0,15.0,0.0,4.0,4.0,11.0,4.0,97.0,78.0,48.0,8.0,0.0,6.0,10.0
2026-580,Australian Open,Hard,128,G,O,20260120,63,TE51,31.0,,Stefanos Tsitsipas,R,193.0,GRE,27.441,35.0,1455.0,M0HU,,,Shintaro Mochizuki,R,175.0,JPN,22.637,112.0,547.0,4-6 6-3 6-2 6-2,5,R128,180.0,16.0,6.0,105.0,72.0,57.0,16.0,0.0,7.0,8.0,3.0,6.0,136.0,79.0,50.0,26.0,0.0,15.0,20.0
2026-580,Australian Open,Hard,128,G,O,20260120,64,D994,,,James Duckworth,R,183.0,AUS,33.999,88.0,694.0,P0HW,,,Dino Prizmic,R,188.0,CRO,20.46,127.0,481.0,7-6(4) 3-6 1-6 7-5 6-3,5,R128,262.0,16.0,5.0,179.0,119.0,80.0,30.0,0.0,14.0,20.0,9.0,12.0,174.0,108.0,76.0,35.0,0.0,14.0,18.0
2026-580,Australian Open,Hard,128,G,O,20260121,65,C0AU,18.0,,Francisco Cerundolo,R,185.0,ARG,27.441,21.0,2035.0,D923,,,Damir Dzumhur,R,175.0,BIH,33.673,66.0,837.0,6-3 6-2 6-1,5,R64,98.0,10.0,1.0,66.0,36.0,29.0,20.0,0.0,2.0,3.0,3.0,1.0,78.0,50.0,29.0,12.0,0.0,5.0,12.0
2026-580,Australian Open,Hard,128,G,O,20260121,66,PL56,19.0,,Tommy Paul,R,185.0,USA,28.682,20.0,2050.0,T0A1,,,Thiago Agustin Tirante,R,185.0,ARG,24.783,103.0,605.0,6-3 6-4 6-2,5,R64,124.0,4.0,1.0,82.0,47.0,37.0,23.0,0.0,4.0,4.0,12.0,3.0,85.0,48.0,36.0,11.0,0.0,6.0,10.0
2026-580,Australian Open,Hard,128,G,O,20260121,67,RE44,13.0,,Andrey Rublev,R,188.0,RUS,28.255,15.0,2600.0,F0F2,,,Jaime Faria,R,188.0,POR,22.461,151.0,413.0,6-4 6-3 4-6 7-5,5,R64,172.0,6.0,3.0,125.0,88.0,67.0,20.0,0.0,10.0,12.0,10.0,5.0,120.0,77.0,53.0,22.0,0.0,4.0,9.0
2026-580,Australian Open,Hard,128,G,O,20260121,68,M0CI,,,Fabian Marozsan,R,193.0,HUN,26.289,47.0,1065.0,MQ75,,,Kamil Majchrzak,R,183.0,POL,30.023,59.0,918.0,6-3 6-4 7-6(5),5,R64,144.0,5.0,2.0,113.0,83.0,52.0,16.0,0.0,8.0,12.0,3.0,4.0,119.0,80.0,45.0,14.0,0.0,8.0,14.0
2026-580,Australian Open,Hard,128,G,O,20260121,69,MM58,11.0,,Daniil Medvedev,R,198.0,RUS,29.944,12.0,2910.0,HB64,,,Quentin Halys,R,191.0,FRA,29.238,83.0,725.0,6-7(9) 6-3 6-4 6-2,5,R64,184.0,13.0,4.0,145.0,98.0,72.0,26.0,0.0,10.0,12.0,6.0,6.0,115.0,75.0,54.0,16.0,0.0,4.0,10.0
2026-580,Australian Open,Hard,128,G,O,20260121,70,EA24,,,Tomas Martin Etcheverry,R,196.0,ARG,26.513,62.0,895.0,F0DM,,,Arthur Fery,R,175.0,GBR,23.529,186.0,316.0,7-6(4) 6-1 6-3,5,R64,165.0,11.0,1.0,102.0,70.0,47.0,23.0,0.0,9.0,10.0,5.0,1.0,92.0,66.0,40.0,14.0,0.0,6.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260121,71,A0E2,1.0,,Carlos Alcaraz,R,183.0,ESP,22.714,1.0,12050.0,H997,,,Yannick Hanfmann,R,193.0,GER,34.19,102.0,611.0,7-6(4) 6-4 6-3,5,R64,166.0,12.0,3.0,111.0,69.0,47.0,26.0,15.0,6.0,7.0,7.0,4.0,100.0,62.0,43.0,17.0,14.0,5.0,9.0
2026-580,Australian Open,Hard,128,G,O,20260121,72,BK92,10.0,,Alexander Bublik,R,196.0,KAZ,28.597,10.0,3065.0,F724,,,Marton Fucsovics,R,188.0,HUN,33.952,54.0,967.0,7-5 6-4 7-5,5,R64,134.0,12.0,4.0,90.0,63.0,48.0,14.0,0.0,0.0,2.0,6.0,6.0,119.0,72.0,44.0,26.0,0.0,8.0,13.0
2026-580,Australian Open,Hard,128,G,O,20260121,73,DH50,14.0,,Alejandro Davidovich Fokina,R,180.0,ESP,26.631,14.0,2635.0,O522,,,Reilly Opelka,R,211.0,USA,28.4,63.0,873.0,6-3 7-6(3) 5-7 4-6 6-4,5,R64,230.0,12.0,1.0,165.0,129.0,98.0,20.0,0.0,9.0,11.0,37.0,12.0,161.0,108.0,81.0,30.0,0.0,9.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260121,74,T0HA,25.0,,Learner Tien,L,180.0,USA,20.137,29.0,1540.0,S0H2,,,Alexander Shevchenko,R,188.0,KAZ,25.144,97.0,650.0,6-2 5-7 6-1 6-0,5,R64,124.0,9.0,2.0,92.0,55.0,45.0,19.0,0.0,2.0,4.0,4.0,1.0,94.0,59.0,31.0,17.0,0.0,4.0,13.0
2026-580,Australian Open,Hard,128,G,O,20260121,75,MW02,32.0,,Corentin Moutet,L,180.0,FRA,26.76,37.0,1383.0,Z0BZ,,,Michael Zheng,R,188.0,USA,21.985,174.0,337.0,3-6 6-1 6-3 2-0 RET,5,R64,121.0,10.0,5.0,76.0,46.0,33.0,16.0,0.0,4.0,7.0,3.0,1.0,84.0,62.0,37.0,6.0,0.0,0.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260121,76,BT72,,,Nuno Borges,R,185.0,POR,28.92,46.0,1070.0,TC61,,,Jordan Thompson,R,183.0,AUS,31.756,111.0,548.0,6-7(9) 6-3 6-2 6-4,5,R64,186.0,10.0,4.0,130.0,89.0,64.0,24.0,0.0,5.0,7.0,12.0,1.0,121.0,70.0,46.0,26.0,0.0,1.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260121,77,Z355,3.0,,Alexander Zverev,R,198.0,GER,28.756,3.0,5105.0,MP20,,,Alexandre Muller,R,183.0,FRA,28.969,52.0,980.0,6-3 4-6 6-3 6-4,5,R64,183.0,18.0,1.0,108.0,74.0,53.0,21.0,0.0,5.0,8.0,4.0,2.0,125.0,86.0,55.0,18.0,0.0,10.0,16.0
2026-580,Australian Open,Hard,128,G,O,20260121,78,DH58,6.0,,Alex de Minaur,R,183.0,AUS,26.927,6.0,4080.0,M0JF,,,Hamad Medjedovic,R,188.0,SRB,22.513,90.0,681.0,6-7(5) 6-2 6-2 6-1,5,R64,184.0,12.0,4.0,110.0,77.0,59.0,20.0,0.0,2.0,3.0,19.0,11.0,137.0,88.0,57.0,19.0,0.0,14.0,21.0
2026-580,Australian Open,Hard,128,G,O,20260121,79,N771,26.0,,Cameron Norrie,L,188.0,GBR,30.415,27.0,1553.0,N0AM,,,Emilio Nava,R,185.0,USA,24.137,89.0,683.0,6-1 7-6(3) 4-6 7-6(5),5,R64,200.0,5.0,2.0,144.0,112.0,79.0,19.0,0.0,7.0,10.0,19.0,5.0,148.0,105.0,69.0,22.0,0.0,15.0,19.0
2026-580,Australian Open,Hard,128,G,O,20260121,80,TD51,29.0,,Frances Tiafoe,R,188.0,USA,28.003,34.0,1500.0,C0DF,,,Francisco Comesana,R,178.0,ARG,25.292,68.0,829.0,6-4 6-3 4-6 6-2,5,R64,185.0,7.0,1.0,108.0,61.0,52.0,25.0,0.0,4.0,5.0,15.0,5.0,124.0,84.0,57.0,17.0,0.0,12.0,17.0
2026-580,Australian Open,Hard,128,G,O,20260122,81,KE29,15.0,,Karen Khachanov,R,198.0,RUS,29.673,18.0,2320.0,B0NN,,,Nishesh Basavareddy,R,180.0,USA,20.726,242.0,230.0,6-1 6-4 6-3,5,R64,118.0,15.0,1.0,70.0,53.0,43.0,12.0,0.0,4.0,4.0,10.0,3.0,93.0,45.0,32.0,17.0,0.0,7.0,12.0
2026-580,Australian Open,Hard,128,G,O,20260122,82,M0NI,16.0,,Jakub Mensik,R,196.0,CZE,20.392,17.0,2345.0,J0DZ,,,Rafael Jodar,R,191.0,ESP,19.348,150.0,418.0,6-2 6-4 6-4,5,R64,120.0,9.0,2.0,90.0,55.0,44.0,15.0,0.0,4.0,6.0,3.0,1.0,85.0,52.0,31.0,16.0,0.0,5.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260122,83,D643,4.0,,Novak Djokovic,R,188.0,SRB,38.672,4.0,4780.0,M0IF,Q,,Francesco Maestrelli,R,196.0,ITA,23.088,141.0,436.0,6-3 6-2 6-2,5,R64,136.0,5.0,4.0,78.0,52.0,45.0,9.0,0.0,4.0,5.0,10.0,4.0,93.0,56.0,30.0,15.0,0.0,10.0,16.0
2026-580,Australian Open,Hard,128,G,O,20260122,84,M0EJ,5.0,,Lorenzo Musetti,R,185.0,ITA,23.89,5.0,4105.0,SU87,,,Lorenzo Sonego,R,191.0,ITA,30.702,40.0,1240.0,6-3 6-3 6-4,5,R64,169.0,2.0,2.0,87.0,58.0,40.0,17.0,0.0,4.0,6.0,5.0,6.0,116.0,77.0,47.0,13.0,0.0,17.0,23.0
2026-580,Australian Open,Hard,128,G,O,20260122,85,S0S1,8.0,,Ben Shelton,L,193.0,USA,23.288,7.0,4000.0,S0IA,,,Dane Sweeny,R,170.0,AUS,24.942,182.0,325.0,6-3 6-2 6-2,5,R64,104.0,19.0,2.0,64.0,44.0,39.0,14.0,0.0,0.0,0.0,0.0,5.0,80.0,58.0,36.0,8.0,0.0,7.0,12.0
2026-580,Australian Open,Hard,128,G,O,20260122,86,D0FJ,22.0,,Luciano Darderi,R,183.0,ITA,23.937,25.0,1599.0,B0BI,,,Sebastian Baez,R,170.0,ARG,25.068,36.0,1390.0,6-3 1-6 6-4 6-3,5,R64,149.0,10.0,1.0,104.0,67.0,41.0,21.0,0.0,5.0,10.0,4.0,3.0,106.0,82.0,49.0,11.0,0.0,8.0,14.0
2026-580,Australian Open,Hard,128,G,O,20260122,87,VA25,30.0,,Valentin Vacherot,R,193.0,MON,27.184,31.0,1519.0,H0BH,,,Rinky Hijikata,R,178.0,AUS,24.912,114.0,542.0,6-1 6-3 4-6 6-2,5,R64,151.0,15.0,4.0,99.0,70.0,56.0,16.0,0.0,4.0,5.0,5.0,5.0,109.0,87.0,55.0,8.0,0.0,5.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260122,88,Q02L,,,Ethan Quinn,R,191.0,USA,21.864,80.0,733.0,HB71,,,Hubert Hurkacz,R,196.0,POL,28.945,55.0,965.0,6-4 7-6(5) 6-1,5,R64,136.0,12.0,2.0,108.0,72.0,56.0,21.0,0.0,8.0,8.0,9.0,1.0,95.0,62.0,40.0,18.0,0.0,4.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260122,89,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.082,85.0,725.0,WB32,,,Yibing Wu,R,183.0,CHN,26.275,168.0,347.0,6-2 6-4 6-7(4) 4-6 6-3,5,R64,225.0,8.0,4.0,170.0,121.0,83.0,26.0,0.0,11.0,14.0,11.0,6.0,164.0,111.0,77.0,22.0,0.0,9.0,15.0
2026-580,Australian Open,Hard,128,G,O,20260122,90,V812,,,Botic van de Zandschulp,R,191.0,NED,30.303,75.0,759.0,S0RE,,,Juncheng Shang,L,180.0,CHN,20.969,318.0,165.0,7-6(6) 6-2 6-3,5,R64,136.0,15.0,6.0,94.0,64.0,56.0,13.0,0.0,1.0,1.0,2.0,3.0,101.0,68.0,46.0,16.0,0.0,9.0,13.0
2026-580,Australian Open,Hard,128,G,O,20260122,91,C977,,,Marin Cilic,R,198.0,CRO,37.317,70.0,790.0,SU55,21,,Denis Shapovalov,L,185.0,CAN,26.773,23.0,1650.0,6-4 6-3 6-2,5,R64,130.0,5.0,5.0,91.0,54.0,43.0,17.0,0.0,4.0,6.0,3.0,7.0,82.0,47.0,29.0,12.0,0.0,6.0,12.0
2026-580,Australian Open,Hard,128,G,O,20260122,92,S0AG,2.0,,Jannik Sinner,R,191.0,ITA,24.435,2.0,11500.0,D994,,,James Duckworth,R,183.0,AUS,34.004,88.0,694.0,6-1 6-4 6-2,5,R64,,18.0,2.0,77.0,53.0,45.0,13.0,0.0,3.0,3.0,9.0,4.0,79.0,50.0,35.0,8.0,0.0,9.0,14.0
2026-580,Australian Open,Hard,128,G,O,20260122,93,M0FH,,,Tomas Machac,R,183.0,CZE,25.276,24.0,1610.0,TE51,31,,Stefanos Tsitsipas,R,193.0,GRE,27.447,35.0,1455.0,6-4 3-6 7-6(5) 7-6(5),5,R64,187.0,6.0,6.0,139.0,97.0,67.0,28.0,0.0,7.0,10.0,24.0,8.0,135.0,83.0,65.0,26.0,0.0,0.0,3.0
2026-580,Australian Open,Hard,128,G,O,20260122,94,W367,,,Stan Wawrinka,R,183.0,SUI,40.821,139.0,437.0,G0IX,,,Arthur Gea,R,180.0,FRA,21.054,198.0,300.0,4-6 6-3 3-6 7-5 7-6(3),5,R64,274.0,11.0,3.0,177.0,139.0,92.0,23.0,0.0,10.0,14.0,13.0,7.0,170.0,121.0,83.0,23.0,0.0,9.0,13.0
2026-580,Australian Open,Hard,128,G,O,20260122,95,FB98,9.0,,Taylor Fritz,R,196.0,USA,28.241,9.0,3840.0,KI82,,,Vit Kopriva,R,178.0,CZE,28.611,101.0,626.0,6-1 6-4 7-6(4),5,R64,119.0,15.0,1.0,88.0,70.0,56.0,11.0,0.0,2.0,3.0,3.0,2.0,86.0,53.0,33.0,19.0,0.0,3.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260122,96,RH16,12.0,,Casper Ruud,R,183.0,NOR,27.086,13.0,2795.0,MU94,,,Jaume Munar,R,183.0,ESP,28.717,39.0,1335.0,6-3 7-5 6-4,5,R64,144.0,5.0,3.0,97.0,56.0,45.0,24.0,0.0,2.0,2.0,5.0,4.0,89.0,42.0,29.0,29.0,0.0,7.0,10.0
2026-580,Australian Open,Hard,128,G,O,20260123,97,T0HA,25.0,,Learner Tien,L,180.0,USA,20.142,29.0,1540.0,BT72,,,Nuno Borges,R,185.0,POR,28.925,46.0,1070.0,7-6(9) 6-4 6-2,5,R32,127.0,8.0,5.0,101.0,72.0,52.0,15.0,0.0,4.0,6.0,8.0,2.0,96.0,80.0,51.0,7.0,0.0,3.0,8.0
2026-580,Australian Open,Hard,128,G,O,20260123,98,MM58,11.0,,Daniil Medvedev,R,198.0,RUS,29.949,12.0,2910.0,M0CI,,,Fabian Marozsan,R,193.0,HUN,26.294,47.0,1065.0,6-7(5) 4-6 7-5 6-0 6-3,5,R32,226.0,19.0,10.0,146.0,94.0,61.0,30.0,0.0,5.0,12.0,0.0,2.0,188.0,134.0,82.0,16.0,0.0,17.0,28.0
2026-580,Australian Open,Hard,128,G,O,20260123,99,PL56,19.0,,Tommy Paul,R,185.0,USA,28.687,20.0,2050.0,DH50,14,,Alejandro Davidovich Fokina,R,180.0,ESP,26.637,14.0,2635.0,6-1 6-1 RET,5,R32,55.0,3.0,0.0,32.0,21.0,19.0,9.0,0.0,0.0,0.0,3.0,4.0,51.0,31.0,15.0,8.0,0.0,3.0,8.0
2026-580,Australian Open,Hard,128,G,O,20260123,100,A0E2,1.0,,Carlos Alcaraz,R,183.0,ESP,22.721,1.0,12050.0,MW02,32,,Corentin Moutet,L,180.0,FRA,26.765,37.0,1383.0,6-2 6-4 6-1,5,R32,127.0,3.0,1.0,72.0,51.0,37.0,11.0,0.0,2.0,4.0,0.0,5.0,93.0,56.0,29.0,15.0,0.0,5.0,13.0
2026-580,Australian Open,Hard,128,G,O,20260123,101,Z355,3.0,,Alexander Zverev,R,198.0,GER,28.761,3.0,5105.0,N771,26,,Cameron Norrie,L,188.0,GBR,30.42,27.0,1553.0,7-5 4-6 6-3 6-1,5,R32,,16.0,1.0,106.0,79.0,61.0,14.0,0.0,3.0,5.0,5.0,2.0,116.0,83.0,53.0,18.0,0.0,8.0,14.0
2026-580,Australian Open,Hard,128,G,O,20260123,102,DH58,6.0,,Alex de Minaur,R,183.0,AUS,26.932,6.0,4080.0,TD51,29,,Frances Tiafoe,R,188.0,USA,28.008,34.0,1500.0,6-3 6-4 7-5,5,R32,163.0,8.0,6.0,97.0,60.0,46.0,20.0,0.0,3.0,5.0,6.0,1.0,101.0,60.0,35.0,22.0,0.0,7.0,12.0
2026-580,Australian Open,Hard,128,G,O,20260123,103,C0AU,18.0,,Francisco Cerundolo,R,185.0,ARG,27.447,21.0,2035.0,RE44,13,,Andrey Rublev,R,188.0,RUS,28.26,15.0,2600.0,6-3 7-6(4) 6-3,5,R32,129.0,8.0,2.0,100.0,66.0,52.0,20.0,0.0,2.0,3.0,5.0,5.0,81.0,50.0,42.0,12.0,0.0,3.0,6.0
2026-580,Australian Open,Hard,128,G,O,20260123,104,BK92,10.0,,Alexander Bublik,R,196.0,KAZ,28.602,10.0,3065.0,EA24,,,Tomas Martin Etcheverry,R,196.0,ARG,26.519,62.0,895.0,7-6(4) 7-6(5) 6-4,5,R32,155.0,21.0,2.0,104.0,67.0,60.0,23.0,0.0,3.0,3.0,10.0,1.0,112.0,75.0,56.0,24.0,0.0,3.0,4.0
2026-580,Australian Open,Hard,128,G,O,20260124,105,D0FJ,22.0,,Luciano Darderi,R,183.0,ITA,23.943,25.0,1599.0,KE29,15,,Karen Khachanov,R,198.0,RUS,29.678,18.0,2320.0,7-6(5) 3-6 6-3 6-4,5,R32,206.0,17.0,4.0,126.0,78.0,59.0,27.0,0.0,2.0,4.0,14.0,4.0,139.0,91.0,64.0,26.0,0.0,5.0,8.0
2026-580,Australian Open,Hard,128,G,O,20260124,106,M0EJ,5.0,,Lorenzo Musetti,R,185.0,ITA,23.896,5.0,4105.0,M0FH,,,Tomas Machac,R,183.0,CZE,25.281,24.0,1610.0,5-7 6-4 6-2 5-7 6-2,5,R32,265.0,10.0,5.0,156.0,118.0,79.0,17.0,0.0,10.0,15.0,3.0,3.0,197.0,153.0,88.0,19.0,0.0,18.0,26.0
2026-580,Australian Open,Hard,128,G,O,20260124,107,S0AG,2.0,,Jannik Sinner,R,191.0,ITA,24.441,2.0,11500.0,S0JA,,,Eliot Spizzirri,R,185.0,USA,24.088,85.0,725.0,4-6 6-3 6-4 6-4,5,R32,222.0,17.0,4.0,131.0,88.0,56.0,19.0,13.0,10.0,16.0,6.0,3.0,108.0,70.0,46.0,17.0,11.0,3.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260124,108,S0S1,8.0,,Ben Shelton,L,193.0,USA,23.294,7.0,4000.0,VA25,30,,Valentin Vacherot,R,193.0,MON,27.19,31.0,1519.0,6-4 6-4 7-6(5),5,R32,138.0,15.0,1.0,96.0,63.0,50.0,22.0,0.0,1.0,1.0,12.0,4.0,91.0,63.0,50.0,13.0,0.0,2.0,4.0
2026-580,Australian Open,Hard,128,G,O,20260124,109,FB98,9.0,,Taylor Fritz,R,196.0,USA,28.241,9.0,3840.0,W367,,,Stan Wawrinka,R,183.0,SUI,40.827,139.0,437.0,7-6(5) 2-6 6-4 6-4,5,R32,165.0,30.0,1.0,120.0,84.0,71.0,18.0,0.0,5.0,7.0,16.0,3.0,114.0,70.0,60.0,24.0,0.0,5.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260124,110,D643,4.0,,Novak Djokovic,R,188.0,SRB,38.678,4.0,4780.0,V812,,,Botic van de Zandschulp,R,191.0,NED,30.308,75.0,759.0,6-3 6-4 7-6(4),5,R32,164.0,11.0,5.0,93.0,61.0,46.0,20.0,14.0,5.0,7.0,15.0,4.0,102.0,62.0,45.0,18.0,11.0,5.0,9.0
2026-580,Australian Open,Hard,128,G,O,20260124,111,M0NI,16.0,,Jakub Mensik,R,196.0,CZE,20.397,17.0,2345.0,Q02L,,,Ethan Quinn,R,191.0,USA,21.87,80.0,733.0,6-2 7-6(5) 7-6(5),5,R32,154.0,11.0,7.0,102.0,54.0,39.0,28.0,0.0,3.0,6.0,9.0,7.0,107.0,57.0,39.0,23.0,0.0,5.0,10.0
2026-580,Australian Open,Hard,128,G,O,20260124,112,RH16,12.0,,Casper Ruud,R,183.0,NOR,27.091,13.0,2795.0,C977,,,Marin Cilic,R,198.0,CRO,37.322,70.0,790.0,6-4 6-4 3-6 7-5,5,R32,185.0,25.0,4.0,123.0,87.0,68.0,15.0,0.0,8.0,10.0,18.0,6.0,123.0,65.0,51.0,31.0,0.0,3.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260125,113,A0E2,1.0,,Carlos Alcaraz,R,183.0,ESP,22.727,1.0,12050.0,PL56,19,,Tommy Paul,R,185.0,USA,28.693,20.0,2050.0,7-6(6) 6-4 7-5,5,R16,158.0,2.0,0.0,89.0,63.0,50.0,19.0,15.0,1.0,2.0,7.0,5.0,106.0,60.0,50.0,23.0,14.0,7.0,9.0
2026-580,Australian Open,Hard,128,G,O,20260125,114,Z355,3.0,,Alexander Zverev,R,198.0,GER,28.767,3.0,5105.0,C0AU,18,,Francisco Cerundolo,R,185.0,ARG,27.452,21.0,2035.0,6-2 6-4 6-4,5,R16,134.0,7.0,2.0,75.0,60.0,48.0,8.0,0.0,1.0,2.0,0.0,0.0,94.0,60.0,39.0,15.0,0.0,3.0,8.0
2026-580,Australian Open,Hard,128,G,O,20260125,115,DH58,6.0,,Alex de Minaur,R,183.0,AUS,26.938,6.0,4080.0,BK92,10,,Alexander Bublik,R,196.0,KAZ,28.608,10.0,3065.0,6-4 6-1 6-1,5,R16,93.0,5.0,1.0,62.0,38.0,31.0,17.0,0.0,0.0,0.0,6.0,4.0,81.0,54.0,28.0,12.0,0.0,5.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260125,116,T0HA,25.0,,Learner Tien,L,180.0,USA,20.148,29.0,1540.0,MM58,11,,Daniil Medvedev,R,198.0,RUS,29.955,12.0,2910.0,6-4 6-0 6-3,5,R16,100.0,5.0,1.0,68.0,45.0,32.0,15.0,0.0,0.0,1.0,6.0,6.0,86.0,59.0,34.0,7.0,0.0,3.0,10.0
2026-580,Australian Open,Hard,128,G,O,20260126,117,M0EJ,5.0,,Lorenzo Musetti,R,185.0,ITA,23.901,5.0,4105.0,FB98,9,,Taylor Fritz,R,196.0,USA,28.246,9.0,3840.0,6-2 7-5 6-4,5,R16,124.0,13.0,2.0,81.0,56.0,47.0,17.0,0.0,2.0,2.0,10.0,1.0,84.0,50.0,32.0,19.0,0.0,5.0,9.0
2026-580,Australian Open,Hard,128,G,O,20260126,118,S0AG,2.0,,Jannik Sinner,R,191.0,ITA,24.446,2.0,11500.0,D0FJ,22,,Luciano Darderi,R,183.0,ITA,23.948,25.0,1599.0,6-1 6-3 7-6(2),5,R16,131.0,19.0,0.0,86.0,63.0,51.0,14.0,0.0,6.0,6.0,11.0,5.0,97.0,56.0,41.0,16.0,0.0,4.0,8.0
2026-580,Australian Open,Hard,128,G,O,20260126,120,S0S1,8.0,,Ben Shelton,L,193.0,USA,23.299,7.0,4000.0,RH16,12,,Casper Ruud,R,183.0,NOR,27.097,13.0,2795.0,3-6 6-4 6-3 6-4,5,R16,,14.0,4.0,96.0,63.0,52.0,24.0,0.0,2.0,3.0,9.0,6.0,125.0,88.0,59.0,22.0,0.0,8.0,11.0
2026-580,Australian Open,Hard,128,G,O,20260127,121,Z355,3.0,,Alexander Zverev,R,198.0,GER,28.772,3.0,5105.0,T0HA,25,,Learner Tien,L,180.0,USA,20.153,29.0,1540.0,6-3 6-7(5) 6-1 7-6(3),5,QF,193.0,24.0,1.0,133.0,98.0,75.0,21.0,0.0,3.0,3.0,11.0,9.0,133.0,92.0,63.0,19.0,0.0,4.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260127,122,A0E2,1.0,,Carlos Alcaraz,R,183.0,ESP,22.732,1.0,12050.0,DH58,6,,Alex de Minaur,R,183.0,AUS,26.943,6.0,4080.0,7-5 6-2 6-1,5,QF,138.0,1.0,0.0,93.0,51.0,30.0,16.0,6.0,9.0,16.0,5.0,3.0,83.0,48.0,37.0,19.0,12.0,5.0,7.0
2026-580,Australian Open,Hard,128,G,O,20260128,119,D643,4.0,,Novak Djokovic,R,188.0,SRB,38.689,4.0,4780.0,M0NI,16,,Jakub Mensik,R,196.0,CZE,20.397,17.0,2345.0,W/O,5,R16,,,,,,,,,,,,,,,,,,,
